precision_quantile,precision_threshold,runtime_quantile,runtime_threshold,optimal_val,feasible_ratio,top_10%_overlap,top_1%_overlap
0.25,0.9255482878030011,0.01,0.16815733909606934,0.0526797763639868,0.0002933333333333333,4.6666666666666665e-05,0.0
0.25,0.9255482878030011,0.05,0.3454580307006836,0.03181029496818977,0.004253333333333333,0.0012666666666666666,4.6666666666666665e-05
0.25,0.9255482878030011,0.1,0.5450835227966309,0.02853287063813381,0.01304,0.00452,0.0002933333333333333
0.25,0.9255482878030011,0.25,1.2600741386413574,0.02853287063813381,0.04248,0.016026666666666668,0.0013133333333333332
0.25,0.9255482878030011,0.5,3.8033812046051025,0.02853287063813381,0.09700666666666667,0.03846666666666667,0.00382
0.25,0.9255482878030011,0.75,15.21935772895813,0.02742433005590894,0.16732,0.06710666666666666,0.007026666666666666
0.25,0.9255482878030011,0.9,63.66504645347595,0.02742433005590894,0.21832,0.08810666666666667,0.00918
0.25,0.9255482878030011,0.95,157.08731698989868,0.02742433005590894,0.23868,0.097,0.01
0.25,0.9255482878030011,1.0,8727.539854049683,0.02742433005590894,0.2633,0.10724,0.0106
0.5,0.8984468339307049,0.001,0.07804059982299805,,0.0,0.0,0.0
0.5,0.8984468339307049,0.005,0.1328582763671875,0.0526797763639868,0.0003266666666666667,2e-05,0.0
0.5,0.8984468339307049,0.01,0.16815733909606934,0.0526797763639868,0.0013533333333333333,4.6666666666666665e-05,0.0
0.5,0.8984468339307049,0.05,0.3454580307006836,0.03181029496818977,0.01565333333333333,0.0012666666666666666,4.6666666666666665e-05
0.5,0.8984468339307049,0.1,0.5450835227966309,0.02853287063813381,0.03892,0.00452,0.0002933333333333333
0.5,0.8984468339307049,0.25,1.2600741386413574,0.02853287063813381,0.10716,0.016026666666666668,0.0013133333333333332
0.5,0.8984468339307049,0.5,3.8033812046051025,0.02853287063813381,0.21850666666666665,0.03846666666666667,0.00382
0.5,0.8984468339307049,0.75,15.21935772895813,0.02742433005590894,0.34823333333333334,0.06710666666666666,0.007026666666666666
0.5,0.8984468339307049,0.9,63.66504645347595,0.02742433005590894,0.43356666666666666,0.08810666666666667,0.00918
0.5,0.8984468339307049,0.95,157.08731698989868,0.02742433005590894,0.4654,0.097,0.01
0.5,0.8984468339307049,1.0,8727.539854049683,0.02742433005590894,0.50068,0.10724,0.0106
0.75,0.8371980676328502,0.001,0.07804059982299805,0.1009735878156931,5.333333333333333e-05,0.0,0.0
0.75,0.8371980676328502,0.005,0.1328582763671875,0.0526797763639868,0.0014466666666666666,2e-05,0.0
0.75,0.8371980676328502,0.01,0.16815733909606934,0.0526797763639868,0.0041533333333333335,4.6666666666666665e-05,0.0
0.75,0.8371980676328502,0.05,0.3454580307006836,0.03181029496818977,0.031913333333333335,0.0012666666666666666,4.6666666666666665e-05
0.75,0.8371980676328502,0.1,0.5450835227966309,0.02853287063813381,0.06932,0.00452,0.0002933333333333333
0.75,0.8371980676328502,0.25,1.2600741386413574,0.02853287063813381,0.17371333333333333,0.016026666666666668,0.0013133333333333332
0.75,0.8371980676328502,0.5,3.8033812046051025,0.02853287063813381,0.34544,0.03846666666666667,0.00382
0.75,0.8371980676328502,0.75,15.21935772895813,0.02742433005590894,0.5439533333333333,0.06710666666666666,0.007026666666666666
0.75,0.8371980676328502,0.9,63.66504645347595,0.02742433005590894,0.6701066666666666,0.08810666666666667,0.00918
0.75,0.8371980676328502,0.95,157.08731698989868,0.02742433005590894,0.7106133333333333,0.097,0.01
0.75,0.8371980676328502,1.0,8727.539854049683,0.02742433005590894,0.75168,0.10724,0.0106
0.9,0.7367212173413724,0.001,0.07804059982299805,0.1009735878156931,0.0005133333333333333,0.0,0.0
0.9,0.7367212173413724,0.005,0.1328582763671875,0.0526797763639868,0.0032533333333333333,2e-05,0.0
0.9,0.7367212173413724,0.01,0.16815733909606934,0.0526797763639868,0.007346666666666666,4.6666666666666665e-05,0.0
0.9,0.7367212173413724,0.05,0.3454580307006836,0.03181029496818977,0.0437,0.0012666666666666666,4.6666666666666665e-05
0.9,0.7367212173413724,0.1,0.5450835227966309,0.02853287063813381,0.08929333333333334,0.00452,0.0002933333333333333
0.9,0.7367212173413724,0.25,1.2600741386413574,0.02853287063813381,0.21979333333333334,0.016026666666666668,0.0013133333333333332
0.9,0.7367212173413724,0.5,3.8033812046051025,0.02853287063813381,0.44022,0.03846666666666667,0.00382
0.9,0.7367212173413724,0.75,15.21935772895813,0.02742433005590894,0.6728266666666667,0.06710666666666666,0.007026666666666666
0.9,0.7367212173413724,0.9,63.66504645347595,0.02742433005590894,0.8117933333333334,0.08810666666666667,0.00918
0.9,0.7367212173413724,0.95,157.08731698989868,0.02742433005590894,0.8561266666666667,0.097,0.01
0.9,0.7367212173413724,1.0,8727.539854049683,0.02742433005590894,0.9000133333333333,0.10724,0.0106
0.95,0.2780487804878049,0.001,0.07804059982299805,0.1009735878156931,0.0009066666666666666,0.0,0.0
0.95,0.2780487804878049,0.005,0.1328582763671875,0.0526797763639868,0.004713333333333333,2e-05,0.0
0.95,0.2780487804878049,0.01,0.16815733909606934,0.0526797763639868,0.009493333333333333,4.6666666666666665e-05,0.0
0.95,0.2780487804878049,0.05,0.3454580307006836,0.03181029496818977,0.048633333333333334,0.0012666666666666666,4.6666666666666665e-05
0.95,0.2780487804878049,0.1,0.5450835227966309,0.02853287063813381,0.09736666666666667,0.00452,0.0002933333333333333
0.95,0.2780487804878049,0.25,1.2600741386413574,0.02853287063813381,0.24326666666666666,0.016026666666666668,0.0013133333333333332
0.95,0.2780487804878049,0.5,3.8033812046051025,0.02853287063813381,0.48636666666666667,0.03846666666666667,0.00382
0.95,0.2780487804878049,0.75,15.21935772895813,0.02742433005590894,0.7320666666666666,0.06710666666666666,0.007026666666666666
0.95,0.2780487804878049,0.9,63.66504645347595,0.02742433005590894,0.87946,0.08810666666666667,0.00918
0.95,0.2780487804878049,0.95,157.08731698989868,0.02742433005590894,0.9281066666666666,0.097,0.01
0.95,0.2780487804878049,1.0,8727.539854049683,0.02742433005590894,0.97672,0.10724,0.0106
1.0,0.21212121212121213,0.001,0.07804059982299805,0.1009735878156931,0.001,0.0,0.0
1.0,0.21212121212121213,0.005,0.1328582763671875,0.0526797763639868,0.005,2e-05,0.0
1.0,0.21212121212121213,0.01,0.16815733909606934,0.0526797763639868,0.01,4.6666666666666665e-05,0.0
1.0,0.21212121212121213,0.05,0.3454580307006836,0.03181029496818977,0.05,0.0012666666666666666,4.6666666666666665e-05
1.0,0.21212121212121213,0.1,0.5450835227966309,0.02853287063813381,0.1,0.00452,0.0002933333333333333
1.0,0.21212121212121213,0.25,1.2600741386413574,0.02853287063813381,0.25,0.016026666666666668,0.0013133333333333332
1.0,0.21212121212121213,0.5,3.8033812046051025,0.02853287063813381,0.5,0.03846666666666667,0.00382
1.0,0.21212121212121213,0.75,15.21935772895813,0.02742433005590894,0.75,0.06710666666666666,0.007026666666666666
1.0,0.21212121212121213,0.9,63.66504645347595,0.02742433005590894,0.9,0.08810666666666667,0.00918
1.0,0.21212121212121213,0.95,157.08731698989868,0.02742433005590894,0.95,0.097,0.01
1.0,0.21212121212121213,1.0,8727.539854049683,0.02742433005590894,1.0,0.10724,0.0106
