model_size_quantile,model_size_threshold,runtime_quantile,runtime_threshold,optimal_val,feasible_ratio,top_10%_overlap,top_1%_overlap
0.01,0.0049,0.01,10172.0,26.03,0.0014803703703703704,0.0,0.0
0.01,0.0049,0.05,13487.0,26.03,0.003967111111111111,0.0,0.0
0.01,0.0049,0.1,17127.0,26.03,0.0060534074074074075,0.0,0.0
0.01,0.0049,0.25,27923.0,26.03,0.010311925925925926,0.0,0.0
0.01,0.0049,0.5,49338.0,26.03,0.014144518518518518,0.0,0.0
0.01,0.0049,0.75,95215.0,26.03,0.015321481481481481,0.0,0.0
0.01,0.0049,0.9,177099.0,26.03,0.015543555555555555,0.0,0.0
0.01,0.0049,0.95,258089.0,26.03,0.015551851851851851,0.0,0.0
0.01,0.0049,1.0,677431.0,26.03,0.015551851851851851,0.0,0.0
0.05,0.00582,0.001,7621.0,23.66,0.000768,0.0,0.0
0.05,0.00582,0.005,9182.0,22.53,0.0026705185185185187,0.0,0.0
0.05,0.00582,0.01,10172.0,22.53,0.004294666666666666,0.0,0.0
0.05,0.00582,0.05,13487.0,22.34,0.01265274074074074,0.0,0.0
0.05,0.00582,0.1,17127.0,21.88,0.020732666666666667,0.0,0.0
0.05,0.00582,0.25,27923.0,21.72,0.03459459259259259,0.0,0.0
0.05,0.00582,0.5,49338.0,21.72,0.04568888888888889,0.0,0.0
0.05,0.00582,0.75,95215.0,21.72,0.049457703703703705,0.0,0.0
0.05,0.00582,0.9,177099.0,21.72,0.05029562962962963,0.0,0.0
0.05,0.00582,0.95,258089.0,21.72,0.0503582962962963,0.0,0.0
0.05,0.00582,1.0,677431.0,21.72,0.05035851851851852,0.0,0.0
0.1,0.00891,0.001,7621.0,20.93,0.0009935555555555555,0.0,0.0
0.1,0.00891,0.005,9182.0,20.11,0.00413837037037037,0.0,0.0
0.1,0.00891,0.01,10172.0,20.11,0.007442666666666667,0.0,0.0
0.1,0.00891,0.05,13487.0,19.74,0.025387407407407407,0.0,0.0
0.1,0.00891,0.1,17127.0,19.5,0.04336814814814815,0.0,0.0
0.1,0.00891,0.25,27923.0,19.05,0.07021918518518519,0.0,0.0
0.1,0.00891,0.5,49338.0,19.05,0.09081311111111111,0.0,0.0
0.1,0.00891,0.75,95215.0,19.05,0.09755888888888889,0.0,0.0
0.1,0.00891,0.9,177099.0,19.05,0.09975592592592593,0.0,0.0
0.1,0.00891,0.95,258089.0,19.05,0.10004896296296296,0.0,0.0
0.1,0.00891,1.0,677431.0,19.05,0.10005674074074074,0.0,0.0
0.25,0.02099,0.001,7621.0,19.86,0.001,0.0,0.0
0.25,0.02099,0.005,9182.0,17.3,0.005001037037037037,0.0,0.0
0.25,0.02099,0.01,10172.0,17.02,0.009949333333333333,0.0,0.0
0.25,0.02099,0.05,13487.0,16.0,0.04645911111111111,0.0,0.0
0.25,0.02099,0.1,17127.0,15.59,0.0832785925925926,0.0,0.0
0.25,0.02099,0.25,27923.0,15.16,0.1557628888888889,0.0,0.0
0.25,0.02099,0.5,49338.0,15.16,0.21658340740740742,0.0,0.0
0.25,0.02099,0.75,95215.0,15.16,0.23975874074074074,0.0,0.0
0.25,0.02099,0.9,177099.0,15.16,0.2467142962962963,0.0,0.0
0.25,0.02099,0.95,258089.0,15.16,0.24930340740740742,0.0,0.0
0.25,0.02099,1.0,677431.0,15.16,0.25004985185185186,0.0,0.0
0.5,0.05642,0.001,7621.0,19.86,0.001,0.0,0.0
0.5,0.05642,0.005,9182.0,17.3,0.005001481481481482,0.0,0.0
0.5,0.05642,0.01,10172.0,15.33,0.010002148148148149,0.0,0.0
0.5,0.05642,0.05,13487.0,13.56,0.04998659259259259,7.407407407407407e-08,0.0
0.5,0.05642,0.1,17127.0,12.86,0.09947711111111111,8.074074074074075e-06,0.0
0.5,0.05642,0.25,27923.0,12.6,0.23159525925925925,0.00010103703703703704,0.0
0.5,0.05642,0.5,49338.0,12.45,0.38007585185185183,0.00021177777777777777,0.0
0.5,0.05642,0.75,95215.0,12.45,0.46524466666666664,0.00021281481481481482,0.0
0.5,0.05642,0.9,177099.0,12.45,0.4859945185185185,0.0002128888888888889,0.0
0.5,0.05642,0.95,258089.0,12.45,0.49277577777777776,0.0002128888888888889,0.0
0.5,0.05642,1.0,677431.0,12.45,0.5000146666666667,0.0002128888888888889,0.0
0.75,0.13729,0.001,7621.0,19.86,0.001,0.0,0.0
0.75,0.13729,0.005,9182.0,17.3,0.005001481481481482,0.0,0.0
0.75,0.13729,0.01,10172.0,15.33,0.010002148148148149,0.0,0.0
0.75,0.13729,0.05,13487.0,13.56,0.05000103703703704,7.407407407407407e-08,0.0
0.75,0.13729,0.1,17127.0,12.38,0.10000333333333333,1.1777777777777778e-05,0.0
0.75,0.13729,0.25,27923.0,10.11,0.24860992592592593,0.002073703703703704,3.0370370370370372e-06
0.75,0.13729,0.5,49338.0,9.91,0.47207866666666665,0.012031185185185185,2.1851851851851852e-05
0.75,0.13729,0.75,95215.0,9.91,0.6507966666666667,0.019850814814814814,3.4296296296296294e-05
0.75,0.13729,0.9,177099.0,9.91,0.7139844444444444,0.021579777777777778,3.451851851851852e-05
0.75,0.13729,0.95,258089.0,9.91,0.7309144444444444,0.021683333333333332,3.451851851851852e-05
0.75,0.13729,1.0,677431.0,9.91,0.7500145185185185,0.02168622222222222,3.451851851851852e-05
0.9,0.34366,0.001,7621.0,19.86,0.001,0.0,0.0
0.9,0.34366,0.005,9182.0,17.3,0.005001481481481482,0.0,0.0
0.9,0.34366,0.01,10172.0,15.33,0.010002148148148149,0.0,0.0
0.9,0.34366,0.05,13487.0,13.56,0.05000103703703704,7.407407407407407e-08,0.0
0.9,0.34366,0.1,17127.0,12.38,0.10000333333333333,1.1777777777777778e-05,0.0
0.9,0.34366,0.25,27923.0,9.64,0.250006962962963,0.0025925185185185183,1.3851851851851851e-05
0.9,0.34366,0.5,49338.0,8.82,0.4998092592592593,0.023472962962962963,0.000731037037037037
0.9,0.34366,0.75,95215.0,8.82,0.7315485925925926,0.04715585185185185,0.0017361481481481481
0.9,0.34366,0.9,177099.0,8.82,0.8403417037037038,0.05818814814814815,0.0020874814814814814
0.9,0.34366,0.95,258089.0,8.82,0.8694378518518519,0.059331555555555554,0.002109037037037037
0.9,0.34366,1.0,677431.0,8.82,0.9000038518518518,0.05945674074074074,0.002109037037037037
0.95,0.42246,0.001,7621.0,19.86,0.001,0.0,0.0
0.95,0.42246,0.005,9182.0,17.3,0.005001481481481482,0.0,0.0
0.95,0.42246,0.01,10172.0,15.33,0.010002148148148149,0.0,0.0
0.95,0.42246,0.05,13487.0,13.56,0.05000103703703704,7.407407407407407e-08,0.0
0.95,0.42246,0.1,17127.0,12.38,0.10000333333333333,1.1777777777777778e-05,0.0
0.95,0.42246,0.25,27923.0,9.64,0.250006962962963,0.0025925185185185183,1.3851851851851851e-05
0.95,0.42246,0.5,49338.0,8.82,0.49999437037037037,0.023561037037037037,0.0007448148148148148
0.95,0.42246,0.75,95215.0,8.53,0.7440652592592593,0.05384051851851852,0.003062
0.95,0.42246,0.9,177099.0,8.53,0.8739131111111111,0.07402348148148148,0.004578
0.95,0.42246,0.95,258089.0,8.53,0.9121774814814815,0.07781355555555555,0.004810518518518519
0.95,0.42246,1.0,677431.0,8.53,0.95,0.07872296296296297,0.00484162962962963
1.0,1.53148,0.001,7621.0,19.86,0.001,0.0,0.0
1.0,1.53148,0.005,9182.0,17.3,0.005001481481481482,0.0,0.0
1.0,1.53148,0.01,10172.0,15.33,0.010002148148148149,0.0,0.0
1.0,1.53148,0.05,13487.0,13.56,0.05000103703703704,7.407407407407407e-08,0.0
1.0,1.53148,0.1,17127.0,12.38,0.10000333333333333,1.1777777777777778e-05,0.0
1.0,1.53148,0.25,27923.0,9.64,0.250006962962963,0.0025925185185185183,1.3851851851851851e-05
1.0,1.53148,0.5,49338.0,8.82,0.5000023703703703,0.023565259259259258,0.0007455555555555555
1.0,1.53148,0.75,95215.0,8.18,0.7500015555555556,0.057177925925925924,0.004113407407407408
1.0,1.53148,0.9,177099.0,8.16,0.9000008148148149,0.08787785185185185,0.00828762962962963
1.0,1.53148,0.95,258089.0,8.16,0.9500001481481481,0.09671777777777778,0.009519703703703704
1.0,1.53148,1.0,677431.0,8.12,1.0,0.10032955555555556,0.010096962962962962
