precision_quantile,precision_threshold,runtime_quantile,runtime_threshold,optimal_val,feasible_ratio,top_10%_overlap,top_1%_overlap
0.75,0.7415514370220628,0.25,7.637221813201904,0.06406778328222063,0.15515333333333334,0.00134,0.0
0.75,0.7415514370220628,0.5,26.39716148376465,0.051590109976521914,0.33570666666666665,0.011393333333333333,0.00018
0.75,0.7415514370220628,0.75,124.14740514755249,0.04611936777541881,0.5444466666666666,0.03342666666666667,0.00156
0.75,0.7415514370220628,0.9,639.0790882110596,0.042134263471843125,0.6661133333333333,0.06373333333333334,0.00476
0.75,0.7415514370220628,0.95,1813.0010478496552,0.042134263471843125,0.70618,0.07863333333333333,0.00676
0.75,0.7415514370220628,1.0,144576.31625151634,0.042134263471843125,0.7500266666666666,0.10004,0.01002
0.9,0.3532710280373832,0.001,0.3677341938018799,0.16866904818072537,0.001,0.0,0.0
0.9,0.3532710280373832,0.005,0.5315885543823242,0.14631146159808583,0.004986666666666667,0.0,0.0
0.9,0.3532710280373832,0.01,0.6536812782287598,0.14457868544917374,0.009946666666666666,0.0,0.0
0.9,0.3532710280373832,0.05,1.5068089962005615,0.1200811062806817,0.049633333333333335,0.0,0.0
0.9,0.3532710280373832,0.1,2.758502960205078,0.09532515530392383,0.0992,0.0,0.0
0.9,0.3532710280373832,0.25,7.637221813201904,0.06406778328222063,0.24812666666666666,0.00134,0.0
0.9,0.3532710280373832,0.5,26.39716148376465,0.051590109976521914,0.49683333333333335,0.011393333333333333,0.00018
0.9,0.3532710280373832,0.75,124.14740514755249,0.04611936777541881,0.7460333333333333,0.03342666666666667,0.00156
0.9,0.3532710280373832,0.9,639.0790882110596,0.042134263471843125,0.8951333333333333,0.06373333333333334,0.00476
0.9,0.3532710280373832,0.95,1813.0010478496552,0.042134263471843125,0.94484,0.07863333333333333,0.00676
0.9,0.3532710280373832,1.0,144576.31625151634,0.042134263471843125,0.9947466666666667,0.10004,0.01002
0.95,0.3532710280373832,0.001,0.3677341938018799,0.16866904818072537,0.001,0.0,0.0
0.95,0.3532710280373832,0.005,0.5315885543823242,0.14631146159808583,0.004986666666666667,0.0,0.0
0.95,0.3532710280373832,0.01,0.6536812782287598,0.14457868544917374,0.009946666666666666,0.0,0.0
0.95,0.3532710280373832,0.05,1.5068089962005615,0.1200811062806817,0.049633333333333335,0.0,0.0
0.95,0.3532710280373832,0.1,2.758502960205078,0.09532515530392383,0.0992,0.0,0.0
0.95,0.3532710280373832,0.25,7.637221813201904,0.06406778328222063,0.24812666666666666,0.00134,0.0
0.95,0.3532710280373832,0.5,26.39716148376465,0.051590109976521914,0.49683333333333335,0.011393333333333333,0.00018
0.95,0.3532710280373832,0.75,124.14740514755249,0.04611936777541881,0.7460333333333333,0.03342666666666667,0.00156
0.95,0.3532710280373832,0.9,639.0790882110596,0.042134263471843125,0.8951333333333333,0.06373333333333334,0.00476
0.95,0.3532710280373832,0.95,1813.0010478496552,0.042134263471843125,0.94484,0.07863333333333333,0.00676
0.95,0.3532710280373832,1.0,144576.31625151634,0.042134263471843125,0.9947466666666667,0.10004,0.01002
1.0,0.14518147684605756,0.001,0.3677341938018799,0.16866904818072537,0.001,0.0,0.0
1.0,0.14518147684605756,0.005,0.5315885543823242,0.14631146159808583,0.005,0.0,0.0
1.0,0.14518147684605756,0.01,0.6536812782287598,0.14457868544917374,0.01,0.0,0.0
1.0,0.14518147684605756,0.05,1.5068089962005615,0.1200811062806817,0.05,0.0,0.0
1.0,0.14518147684605756,0.1,2.758502960205078,0.09532515530392383,0.1,0.0,0.0
1.0,0.14518147684605756,0.25,7.637221813201904,0.06406778328222063,0.25,0.00134,0.0
1.0,0.14518147684605756,0.5,26.39716148376465,0.051590109976521914,0.5,0.011393333333333333,0.00018
1.0,0.14518147684605756,0.75,124.14740514755249,0.04611936777541881,0.75,0.03342666666666667,0.00156
1.0,0.14518147684605756,0.9,639.0790882110596,0.042134263471843125,0.9,0.06373333333333334,0.00476
1.0,0.14518147684605756,0.95,1813.0010478496552,0.042134263471843125,0.95,0.07863333333333333,0.00676
1.0,0.14518147684605756,1.0,144576.31625151634,0.042134263471843125,1.0,0.10004,0.01002
