model_size_quantile,model_size_threshold,runtime_quantile,runtime_threshold,optimal_val,feasible_ratio,top_10%_overlap,top_1%_overlap
0.25,0.02153,0.01,2041.0,4.81,0.009360074074074074,0.00015585185185185184,5.925925925925926e-07
0.25,0.02153,0.05,2513.0,4.63,0.0426162962962963,0.0005979259259259259,1.6296296296296297e-06
0.25,0.02153,0.1,2944.0,4.63,0.0759042962962963,0.0009502222222222222,2.148148148148148e-06
0.25,0.02153,0.25,4454.0,4.63,0.15225933333333333,0.0014372592592592592,2.222222222222222e-06
0.25,0.02153,0.5,8094.0,4.63,0.22143185185185185,0.0015502222222222221,2.222222222222222e-06
0.25,0.02153,0.75,16900.0,4.63,0.24394525925925925,0.0015827407407407407,2.222222222222222e-06
0.25,0.02153,0.9,31985.0,4.63,0.24811666666666668,0.001586,2.222222222222222e-06
0.25,0.02153,0.95,45223.0,4.63,0.24937185185185184,0.001586,2.222222222222222e-06
0.25,0.02153,1.0,220099.0,4.63,0.25012614814814815,0.001586,2.222222222222222e-06
0.5,0.05565,0.001,1717.0,5.01,0.0010013333333333332,1.2222222222222222e-05,0.0
0.5,0.05565,0.005,1927.0,4.68,0.00501437037037037,9.94074074074074e-05,1.5555555555555556e-06
0.5,0.05565,0.01,2041.0,4.53,0.010016296296296296,0.00024911111111111114,2.5185185185185186e-06
0.5,0.05565,0.05,2513.0,4.47,0.04987977777777778,0.0018535555555555556,1.9333333333333333e-05
0.5,0.05565,0.1,2944.0,4.47,0.09867533333333334,0.00487362962962963,3.844444444444444e-05
0.5,0.05565,0.25,4454.0,4.47,0.23219896296296297,0.011597555555555555,6.170370370370371e-05
0.5,0.05565,0.5,8094.0,4.47,0.3836620740740741,0.014509407407407407,6.422222222222223e-05
0.5,0.05565,0.75,16900.0,4.47,0.4577401481481482,0.015310444444444444,6.555555555555556e-05
0.5,0.05565,0.9,31985.0,4.47,0.48198111111111114,0.015618518518518518,6.577777777777777e-05
0.5,0.05565,0.95,45223.0,4.47,0.4925025185185185,0.015787037037037037,6.585185185185185e-05
0.5,0.05565,1.0,220099.0,4.47,0.500022,0.015900444444444443,6.592592592592593e-05
0.75,0.1387,0.001,1717.0,5.01,0.0010013333333333332,1.2222222222222222e-05,0.0
0.75,0.1387,0.005,1927.0,4.68,0.005015111111111111,9.94074074074074e-05,1.5555555555555556e-06
0.75,0.1387,0.01,2041.0,4.53,0.01002111111111111,0.00024925925925925924,2.5185185185185186e-06
0.75,0.1387,0.05,2513.0,4.47,0.050081259259259256,0.0018764444444444445,2.0296296296296296e-05
0.75,0.1387,0.1,2944.0,3.97,0.10004607407407408,0.005182962962962963,5.066666666666667e-05
0.75,0.1387,0.25,4454.0,3.84,0.24858355555555556,0.016402,0.0008688148148148148
0.75,0.1387,0.5,8094.0,3.84,0.4683077037037037,0.03403888888888889,0.0030754074074074073
0.75,0.1387,0.75,16900.0,3.84,0.6224528888888888,0.04450111111111111,0.003973703703703704
0.75,0.1387,0.9,31985.0,3.84,0.6902361481481482,0.046968666666666666,0.004035407407407408
0.75,0.1387,0.95,45223.0,3.84,0.7221042222222223,0.04790155555555556,0.004035777777777778
0.75,0.1387,1.0,220099.0,3.84,0.7500008148148148,0.04875748148148148,0.004035925925925926
0.9,0.34397,0.001,1717.0,5.01,0.0010013333333333332,1.2222222222222222e-05,0.0
0.9,0.34397,0.005,1927.0,4.68,0.005015111111111111,9.94074074074074e-05,1.5555555555555556e-06
0.9,0.34397,0.01,2041.0,4.53,0.01002111111111111,0.00024925925925925924,2.5185185185185186e-06
0.9,0.34397,0.05,2513.0,4.47,0.050081259259259256,0.0018764444444444445,2.0296296296296296e-05
0.9,0.34397,0.1,2944.0,3.97,0.10004607407407408,0.005182962962962963,5.066666666666667e-05
0.9,0.34397,0.25,4454.0,3.84,0.25007644444444443,0.017198222222222222,0.0010886666666666666
0.9,0.34397,0.5,8094.0,3.84,0.4984044444444444,0.04471925925925926,0.0052585925925925925
0.9,0.34397,0.75,16900.0,3.67,0.705431037037037,0.06823896296296296,0.007720518518518519
0.9,0.34397,0.9,31985.0,3.67,0.8091305185185185,0.07378488888888889,0.007995037037037037
0.9,0.34397,0.95,45223.0,3.67,0.854898074074074,0.07507037037037037,0.007995407407407408
0.9,0.34397,1.0,220099.0,3.67,0.9000644444444444,0.07634592592592593,0.00799562962962963
0.95,0.42129,0.001,1717.0,5.01,0.0010013333333333332,1.2222222222222222e-05,0.0
0.95,0.42129,0.005,1927.0,4.68,0.005015111111111111,9.94074074074074e-05,1.5555555555555556e-06
0.95,0.42129,0.01,2041.0,4.53,0.01002111111111111,0.00024925925925925924,2.5185185185185186e-06
0.95,0.42129,0.05,2513.0,4.47,0.050081259259259256,0.0018764444444444445,2.0296296296296296e-05
0.95,0.42129,0.1,2944.0,3.97,0.10004607407407408,0.005182962962962963,5.066666666666667e-05
0.95,0.42129,0.25,4454.0,3.84,0.25007674074074077,0.017198444444444443,0.0010888148148148148
0.95,0.42129,0.5,8094.0,3.84,0.499894962962963,0.045360074074074073,0.005361851851851852
0.95,0.42129,0.75,16900.0,3.67,0.7321409629629629,0.076768,0.008558296296296296
0.95,0.42129,0.9,31985.0,3.67,0.8556602222222223,0.08614681481481481,0.009164592592592592
0.95,0.42129,0.95,45223.0,3.67,0.902852,0.0874614074074074,0.009165333333333333
0.95,0.42129,1.0,220099.0,3.67,0.9500003703703703,0.08873718518518518,0.009165555555555555
1.0,1.53138,0.001,1717.0,5.01,0.0010013333333333332,1.2222222222222222e-05,0.0
1.0,1.53138,0.005,1927.0,4.68,0.005015111111111111,9.94074074074074e-05,1.5555555555555556e-06
1.0,1.53138,0.01,2041.0,4.53,0.01002111111111111,0.00024925925925925924,2.5185185185185186e-06
1.0,1.53138,0.05,2513.0,4.47,0.050081259259259256,0.0018764444444444445,2.0296296296296296e-05
1.0,1.53138,0.1,2944.0,3.97,0.10004607407407408,0.005182962962962963,5.066666666666667e-05
1.0,1.53138,0.25,4454.0,3.84,0.25007674074074077,0.017198444444444443,0.0010888148148148148
1.0,1.53138,0.5,8094.0,3.84,0.5000375555555555,0.04543,0.005373185185185185
1.0,1.53138,0.75,16900.0,3.67,0.7500054074074074,0.08267370370370371,0.009054666666666667
1.0,1.53138,0.9,31985.0,3.67,0.9000014074074074,0.09771792592592593,0.010036296296296297
1.0,1.53138,0.95,45223.0,3.67,0.9500010370370371,0.09922859259259259,0.010044962962962962
1.0,1.53138,1.0,220099.0,3.67,1.0,0.10050903703703704,0.010045185185185185
