model_size_quantile,model_size_threshold,runtime_quantile,runtime_threshold,optimal_val,feasible_ratio,top_10%_overlap,top_1%_overlap
0.25,0.01983,0.1,32502.0,4.95,0.07570585185185186,0.00039214814814814814,2.3703703703703703e-06
0.25,0.01983,0.25,54332.0,4.94,0.14402481481481483,0.001168074074074074,1.088888888888889e-05
0.25,0.01983,0.5,88857.0,4.87,0.21299074074074073,0.0018171111111111111,2.2074074074074073e-05
0.25,0.01983,0.75,148148.0,4.84,0.24393125925925926,0.0021805185185185187,3.822222222222222e-05
0.25,0.01983,0.9,212875.0,4.84,0.2490682962962963,0.0022062222222222223,3.903703703703704e-05
0.25,0.01983,0.95,254531.0,4.84,0.24978903703703703,0.0022065185185185187,3.903703703703704e-05
0.25,0.01983,1.0,629880.0,4.84,0.2500351111111111,0.0022065925925925925,3.903703703703704e-05
0.5,0.05768,0.001,16653.0,5.42,0.0009997777777777778,7.407407407407407e-07,0.0
0.5,0.05768,0.005,19096.0,5.42,0.005000222222222222,4.222222222222222e-06,0.0
0.5,0.05768,0.01,20570.0,5.16,0.009998518518518518,1.1037037037037036e-05,0.0
0.5,0.05768,0.05,26422.0,4.84,0.049894370370370374,0.0002568148148148148,3.62962962962963e-06
0.5,0.05768,0.1,32502.0,4.75,0.099124,0.001449925925925926,4.9111111111111114e-05
0.5,0.05768,0.25,54332.0,4.65,0.22878903703703704,0.00607237037037037,0.00030155555555555556
0.5,0.05768,0.5,88857.0,4.65,0.381722962962963,0.010024,0.0004960740740740741
0.5,0.05768,0.75,148148.0,4.65,0.475878,0.01198962962962963,0.0005665925925925926
0.5,0.05768,0.9,212875.0,4.65,0.4946020740740741,0.012272,0.0005755555555555556
0.5,0.05768,0.95,254531.0,4.65,0.4979502962962963,0.012291185185185185,0.0005761481481481481
0.5,0.05768,1.0,629880.0,4.65,0.5000119259259259,0.01229562962962963,0.0005761481481481481
0.75,0.1445,0.001,16653.0,5.42,0.001,7.407407407407407e-07,0.0
0.75,0.1445,0.005,19096.0,5.42,0.005001259259259259,4.222222222222222e-06,0.0
0.75,0.1445,0.01,20570.0,5.16,0.01000074074074074,1.1111111111111112e-05,0.0
0.75,0.1445,0.05,26422.0,4.84,0.050006814814814816,0.00026074074074074075,3.62962962962963e-06
0.75,0.1445,0.1,32502.0,4.75,0.09999496296296297,0.0015227407407407407,5.1185185185185185e-05
0.75,0.1445,0.25,54332.0,4.65,0.24531111111111112,0.008298592592592592,0.00045755555555555556
0.75,0.1445,0.5,88857.0,4.61,0.4693248148148148,0.02195711111111111,0.0013012592592592592
0.75,0.1445,0.75,148148.0,4.6,0.6579585185185185,0.03576481481481481,0.0022034814814814816
0.75,0.1445,0.9,212875.0,4.6,0.7220949629629629,0.039858962962962964,0.002442296296296296
0.75,0.1445,0.95,254531.0,4.6,0.7375417037037038,0.04047088888888889,0.0024678518518518517
0.75,0.1445,1.0,629880.0,4.6,0.7500045925925926,0.040676666666666667,0.002473777777777778
0.9,0.34903,0.001,16653.0,5.42,0.001,7.407407407407407e-07,0.0
0.9,0.34903,0.005,19096.0,5.42,0.005001259259259259,4.222222222222222e-06,0.0
0.9,0.34903,0.01,20570.0,5.16,0.01000074074074074,1.1111111111111112e-05,0.0
0.9,0.34903,0.05,26422.0,4.84,0.05000762962962963,0.00026074074074074075,3.62962962962963e-06
0.9,0.34903,0.1,32502.0,4.75,0.10000311111111111,0.0015227407407407407,5.1185185185185185e-05
0.9,0.34903,0.25,54332.0,4.64,0.24998162962962964,0.009599703703703704,0.0006072592592592592
0.9,0.34903,0.5,88857.0,4.61,0.4997126666666667,0.030359555555555556,0.0024017037037037036
0.9,0.34903,0.75,148148.0,4.58,0.737835037037037,0.05613051851851852,0.004632888888888889
0.9,0.34903,0.9,212875.0,4.58,0.8472238518518519,0.06864481481481481,0.005697925925925926
0.9,0.34903,0.95,254531.0,4.58,0.8759085925925926,0.07094074074074073,0.0058831111111111115
0.9,0.34903,1.0,629880.0,4.58,0.9000045185185185,0.07185792592592592,0.00594162962962963
0.95,0.47654,0.001,16653.0,5.42,0.001,7.407407407407407e-07,0.0
0.95,0.47654,0.005,19096.0,5.42,0.005001259259259259,4.222222222222222e-06,0.0
0.95,0.47654,0.01,20570.0,5.16,0.01000074074074074,1.1111111111111112e-05,0.0
0.95,0.47654,0.05,26422.0,4.84,0.05000762962962963,0.00026074074074074075,3.62962962962963e-06
0.95,0.47654,0.1,32502.0,4.75,0.10000311111111111,0.0015227407407407407,5.1185185185185185e-05
0.95,0.47654,0.25,54332.0,4.64,0.25000155555555553,0.009605777777777777,0.0006073333333333333
0.95,0.47654,0.5,88857.0,4.61,0.49997933333333333,0.030450222222222222,0.002409333333333333
0.95,0.47654,0.75,148148.0,4.58,0.746766,0.05923407407407407,0.005033777777777778
0.95,0.47654,0.9,212875.0,4.58,0.8779934814814815,0.0781945925925926,0.006977037037037037
0.95,0.47654,0.95,254531.0,4.57,0.9162366666666667,0.08259422222222222,0.007422814814814815
0.95,0.47654,1.0,629880.0,4.56,0.9500004444444444,0.08485414814814815,0.0076391851851851855
1.0,1.07317,0.001,16653.0,5.42,0.001,7.407407407407407e-07,0.0
1.0,1.07317,0.005,19096.0,5.42,0.005001259259259259,4.222222222222222e-06,0.0
1.0,1.07317,0.01,20570.0,5.16,0.01000074074074074,1.1111111111111112e-05,0.0
1.0,1.07317,0.05,26422.0,4.84,0.05000762962962963,0.00026074074074074075,3.62962962962963e-06
1.0,1.07317,0.1,32502.0,4.75,0.10000311111111111,0.0015227407407407407,5.1185185185185185e-05
1.0,1.07317,0.25,54332.0,4.64,0.25000325925925926,0.009606370370370371,0.0006073333333333333
1.0,1.07317,0.5,88857.0,4.61,0.5000008888888889,0.030455481481481483,0.0024095555555555554
1.0,1.07317,0.75,148148.0,4.58,0.750002,0.060533111111111114,0.005221407407407407
1.0,1.07317,0.9,212875.0,4.58,0.9000000740740741,0.08675192592592593,0.008296814814814814
1.0,1.07317,0.95,254531.0,4.57,0.9500003703703703,0.09497725925925926,0.009335037037037038
1.0,1.07317,1.0,629880.0,4.56,1.0,0.1011302962962963,0.010221037037037037
